-21.0,16.0,0.337771415,-47.97266684,-10.04033333,11.53346667,-4.19517249,-0.561756412,2.0,2.0,4.0
1.0,16.0,-0.295596577,82.73926874,-15.39934055,16.27077553,10.0262144,1.142914021,2.0,2.0,4.0
-22.0,-1.0,1.611316126,-145.1566742,-13.97792101,-0.561222368,12.95202277,-0.599688411,1.0,1.0,3.0
-20.0,10.0,0.198634985,-97.05946511,-9.8558,-1.263725926,30.490246,0.750995485,2.0,1.0,2.0
-21.0,21.0,-0.016154385,91.67129263,14.66856935,-25.99621914,-30.88792128,-0.616002359,2.0,2.0,2.0
19.0,-2.0,-1.916189179,-32.77812022,2.846466667,-39.20430547,-17.18272521,-1.301580409,2.0,1.0,1.0
26.0,26.0,0.701309735,69.74837068,20.98570434,-13.04360697,3.468777712,0.913870068,1.0,1.0,3.0
10.0,-26.0,0.964729431,-55.26628786,4.385266667,-7.845437209,-11.63195063,-1.420971841,1.0,1.0,2.0
37.0,33.0,-0.043020789,60.78653765,-6.196975527,2.12420786,-14.64583781,-0.301080066,1.0,1.0,5.0
28.0,30.0,-2.023916855,56.34786098,-4.147533333,18.33819443,1.918373292,0.84248781,2.0,2.0,3.0
20.0,7.0,-1.00931568,58.36461981,-3.651183919,6.239275812,4.968579216,0.77304075,2.0,1.0,2.0
24.0,30.0,0.377627367,104.2342007,-18.77454439,-0.77569368,-47.73259305,-1.111508362,2.0,1.0,2.0
25.0,28.0,0.049063262,13.76587449,3.375952733,15.66792488,55.28538671,3.085195448,2.0,2.0,2.0
24.0,10.0,-1.354964734,116.6264179,-3.926019699,29.81055096,9.372915957,2.108211685,2.0,2.0,4.0
35.0,43.0,-0.214499055,145.0293343,10.17699489,-42.6884234,-34.78769543,-0.526381855,2.0,1.0,4.0
16.0,29.0,0.581318927,-60.24167833,5.173602012,-0.404274291,-1.199564268,-0.646213886,2.0,1.0,2.0
26.0,20.0,-0.683586611,-71.47541841,16.85613917,11.32944979,26.5753655,0.793748723,2.0,1.0,2.0
-15.0,25.0,0.923194418,-220.163025,-3.622666667,29.13373333,0.256389929,-2.725827661,2.0,1.0,2.0
28.0,24.0,-2.350651557,32.88544928,-7.618494548,14.89101503,9.022313794,0.7250652,2.0,1.0,2.0
24.0,22.0,-0.373045988,-21.08166127,-1.103176349,-10.78945899,-2.17845307,-0.198974441,2.0,2.0,2.0
25.0,17.0,1.482891118,149.8306227,6.655787203,19.5817487,82.38459785,6.704484133,2.0,1.0,2.0
10.0,-18.0,0.366951662,-193.7264474,7.112492251,52.31606579,19.99095797,-0.722001879,2.0,1.0,2.0
25.0,30.0,-0.632870016,21.58503436,-5.692468998,9.591572315,28.27384582,1.80457873,2.0,1.0,4.0
30.0,17.0,-0.623887183,-37.27438952,-20.07495846,18.97084718,31.90757358,1.3616951,2.0,1.0,2.0
23.0,28.0,-0.715912309,40.71905686,-14.77814678,21.80958938,50.33339974,2.745496303,2.0,1.0,2.0
15.0,16.0,-0.980853999,19.74668523,-9.821342548,-1.051417673,2.090098839,0.259085351,2.0,1.0,2.0
30.0,15.0,-0.226820235,157.4970458,18.62000163,0.27445772,3.229140645,1.532852837,2.0,2.0,2.0
20.0,24.0,0.74077842,-126.9521306,27.76173358,9.258289934,-40.60530304,-2.743728019,2.0,3.0,2.0
21.0,14.0,-0.429468131,-152.6278693,-22.65268898,8.262573688,27.71734915,0.72666186,2.0,1.0,2.0
21.0,8.0,-0.627580557,69.7652929,3.517024694,31.75422768,-1.188889742,0.417222127,2.0,2.0,3.0
16.0,18.0,-1.371492498,52.41381873,-6.226730016,1.252453566,1.430774744,0.449805371,2.0,1.0,2.0
15.0,28.0,-0.110581438,99.55933489,10.00006667,-7.128597325,8.309974971,1.005504961,2.0,1.0,2.0
10.0,17.0,0.450949242,-108.1558574,-6.146066667,10.30275,7.734517059,-0.097919428,2.0,1.0,3.0
29.0,19.0,-0.466706363,95.72846632,-5.59983629,10.8222428,24.99771604,2.167054289,2.0,1.0,2.0
9.0,24.0,0.308162929,-123.0815257,-12.8258306,14.28677919,-23.33505871,-2.292259573,2.0,1.0,2.0
18.0,25.0,0.077437941,-15.99771674,-21.21486667,11.58946346,-28.50824509,-1.875167909,2.0,1.0,3.0
25.0,12.0,0.529508402,-5.122852987,15.5488776,-8.311524201,-22.82380492,-1.346758945,2.0,1.0,2.0
21.0,13.0,1.688616885,106.7482748,39.29149558,-22.80061433,-2.67728616,0.757806616,2.0,1.0,2.0
18.0,14.0,-1.63715945,102.0075566,23.98511374,22.7200541,26.97113605,2.236027501,2.0,2.0,4.0
28.0,19.0,-1.565227858,190.9704749,17.4972723,-17.51736128,-83.30435456,-2.497653012,2.0,1.0,3.0
17.0,-18.0,-0.363612134,188.2462344,-15.32016443,15.93319069,2.092472558,2.052918045,2.0,1.0,2.0
